analysis,ci95_half_width,ci95_high,ci95_low,comparison,mean,metric,n,t_critical,workload
arm_mean,0.0,0.0,0.0,homa,0.0,grants_received,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,grants_sent,5,2.7764451051977987,AliStorage30
arm_mean,26.02807906293297,216.1834148718046,164.12725674593867,homa,190.15533580887163,gt_1MB_fct_us_mean,5,2.7764451051977987,AliStorage30
arm_mean,78.83153211303949,399.6009621130395,241.9378978869605,homa,320.76943,gt_1MB_fct_us_p95,5,2.7764451051977987,AliStorage30
arm_mean,121.67321363572141,508.02645963572144,264.6800323642786,homa,386.353246,gt_1MB_fct_us_p99,5,2.7764451051977987,AliStorage30
arm_mean,7.583304673388708,56.18330467338871,41.01669532661129,homa,48.6,gt_1MB_flow_count,5,2.7764451051977987,AliStorage30
arm_mean,0.14032036086446378,1.560976785967102,1.2803360642381743,homa,1.4206564251026381,gt_1MB_slowdown_mean,5,2.7764451051977987,AliStorage30
arm_mean,0.47103932808358545,2.780833042841681,1.8387543866745104,homa,2.309793714758096,gt_1MB_slowdown_p95,5,2.7764451051977987,AliStorage30
arm_mean,0.5992738767736923,3.23014576226195,2.0315980087145658,homa,2.630871885488258,gt_1MB_slowdown_p99,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_adaptive_grant_updates,5,2.7764451051977987,AliStorage30
arm_mean,0.0,1.0,1.0,homa,1.0,guard_grant_refresh_bdps,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_min_share_fraction,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_rebalance_events,5,2.7764451051977987,AliStorage30
arm_mean,0.0,1.0,1.0,homa,1.0,guard_remaining_aware,5,2.7764451051977987,AliStorage30
arm_mean,0.0,1.0,1.0,homa,1.0,guard_remaining_exponent,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_remaining_refresh_events,5,2.7764451051977987,AliStorage30
arm_mean,0.0,1.0,1.0,homa,1.0,guard_sender_srpt_enabled,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_sender_srpt_forced_rr,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_sender_srpt_non_rr,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_sender_srpt_selections,5,2.7764451051977987,AliStorage30
arm_mean,0.0,64.0,64.0,homa,64.0,guard_srpt_quantum_packets,5,2.7764451051977987,AliStorage30
arm_mean,0.0,8.0,8.0,homa,8.0,guard_tail_bypass_bdps,5,2.7764451051977987,AliStorage30
arm_mean,0.0,1.0,1.0,homa,1.0,guard_tail_bypass_enabled,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_tail_bypass_feedbacks,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,guard_tail_bypass_flows,5,2.7764451051977987,AliStorage30
arm_mean,90.4328704077637,3733.432870407764,3552.567129592236,homa,3643.0,homa_completion_notices_received,5,2.7764451051977987,AliStorage30
arm_mean,90.4328704077637,3733.432870407764,3552.567129592236,homa,3643.0,homa_completion_notices_sent,5,2.7764451051977987,AliStorage30
arm_mean,13908944.46088089,161792052.8608809,133974163.93911912,homa,147883108.4,homa_data_bytes,5,2.7764451051977987,AliStorage30
arm_mean,13911.008839662287,163609.80883966226,135787.7911603377,homa,149698.8,homa_data_packets,5,2.7764451051977987,AliStorage30
arm_mean,13791.40769803203,112664.60769803202,85081.79230196797,homa,98873.2,homa_grants_received,5,2.7764451051977987,AliStorage30
arm_mean,13791.40769803203,112664.60769803202,85081.79230196797,homa,98873.2,homa_grants_sent,5,2.7764451051977987,AliStorage30
arm_mean,1.2416639982037665,4.241663998203767,1.7583360017962335,homa,3.0,homa_max_pending_messages,5,2.7764451051977987,AliStorage30
arm_mean,90.4328704077637,3733.432870407764,3552.567129592236,homa,3643.0,homa_messages_completed,5,2.7764451051977987,AliStorage30
arm_mean,90.4328704077637,3733.432870407764,3552.567129592236,homa,3643.0,homa_messages_tracked,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,homa_resends_received,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,homa_resends_sent,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,homa_retransmit_packets,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,hpcc_actual_rate_changes,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,hpcc_fast_computations,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,hpcc_feedback_updates,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,hpcc_full_computations,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,hpcc_rate_updates_applied,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,hpcc_valid_feedback,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,int_hops_after_strip,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,int_hops_before_strip,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,int_records_stripped,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,irn_nacks_generated,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,irn_nacks_received,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,irn_retransmit_bytes,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,irn_retransmit_packets,5,2.7764451051977987,AliStorage30
arm_mean,0.01559787831670624,7.009458598921168,6.978262842287756,homa,6.993860720604462,le_8KB_fct_us_mean,5,2.7764451051977987,AliStorage30
arm_mean,0.026276218388446793,9.123506218388446,9.070953781611554,homa,9.09723,le_8KB_fct_us_p95,5,2.7764451051977987,AliStorage30
arm_mean,0.02846314593773946,9.337447145937738,9.28052085406226,homa,9.308983999999999,le_8KB_fct_us_p99,5,2.7764451051977987,AliStorage30
arm_mean,73.28237382299852,2610.6823738229987,2464.1176261770015,homa,2537.4,le_8KB_flow_count,5,2.7764451051977987,AliStorage30
arm_mean,0.0012682334580195415,1.010244745675427,1.0077082787593878,homa,1.0089765122174075,le_8KB_slowdown_mean,5,2.7764451051977987,AliStorage30
arm_mean,0.0031734349295075644,1.0379358122133067,1.0315889423542914,homa,1.034762377283799,le_8KB_slowdown_p95,5,2.7764451051977987,AliStorage30
arm_mean,0.013299112437895206,1.0897305450015045,1.0631323201257141,homa,1.0764314325636093,le_8KB_slowdown_p99,5,2.7764451051977987,AliStorage30
arm_mean,0.13941782372268427,1.547454829320173,1.2686191818748047,homa,1.408037005597489,long_to_small_slowdown_mean_ratio,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,max_active_flows,5,2.7764451051977987,AliStorage30
arm_mean,11597.53874985008,417673.9387498501,394478.86125014996,homa,406076.4,output_bytes,5,2.7764451051977987,AliStorage30
arm_mean,0.5174942743975994,11.649118296280394,10.614129747485196,homa,11.131624021882795,overall_fct_us_mean,5,2.7764451051977987,AliStorage30
arm_mean,0.9594861223029728,16.857886122302972,14.938913877697026,homa,15.898399999999999,overall_fct_us_p95,5,2.7764451051977987,AliStorage30
arm_mean,11.779331121265095,156.52840512126525,132.96974287873505,homa,144.74907400000015,overall_fct_us_p99,5,2.7764451051977987,AliStorage30
arm_mean,90.4328704077637,3733.432870407764,3552.567129592236,homa,3643.0,overall_flow_count,5,2.7764451051977987,AliStorage30
arm_mean,0.0024802902312134538,1.0314543933519742,1.026493812889547,homa,1.0289741031207607,overall_slowdown_mean,5,2.7764451051977987,AliStorage30
arm_mean,0.008717455286632213,1.1172492645766676,1.099814354003403,homa,1.1085318092900354,overall_slowdown_p95,5,2.7764451051977987,AliStorage30
arm_mean,0.06344529862575303,1.493016048587191,1.366125451335685,homa,1.429570749961438,overall_slowdown_p99,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_cumulative_pause_ns,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_matched_intervals,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_max_pause_ns,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_pause_count,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_pause_events,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_resume_count,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_resume_events,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_unmatched_pauses,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,pfc_unmatched_resumes,5,2.7764451051977987,AliStorage30
arm_mean,0.0,0.0,0.0,homa,0.0,proactive_releases,5,2.7764451051977987,AliStorage30
arm_mean,48559.35937987088,324150.3593798709,227031.64062012912,homa,275591.0,queue_bytes_max,5,2.7764451051977987,AliStorage30
arm_mean,267.2651296044329,1638.3663296044328,1103.8360703955673,homa,1371.1012,queue_bytes_mean,5,2.7764451051977987,AliStorage30
