workload,seed,arm,git_sha,flow_sha256,flow_count,completed_flow_count,completion_fraction,output_id,output_dir,output_bytes,elapsed_seconds,passed,failures
FbHdp,13,no_ack_coalescing,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,69d6f9ada3c7cf59afeabc662064747dc652fa8aa253486ff09ef2b63fc67b2c,3212,3212,1.0,214787329,mix/output/214787329,376430,4,True,
FbHdp,13,no_fixed_window,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,69d6f9ada3c7cf59afeabc662064747dc652fa8aa253486ff09ef2b63fc67b2c,3212,3211,0.9996886674968867,59016957,mix/output/59016957,372255,3,False,completed 3211 of 3212 flows; exclude this seed from latency comparisons; drop or recovery counter is nonzero
FbHdp,14,guard,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,867590534,mix/output/867590534,369554,3,True,
FbHdp,14,no_priority,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,462892184,mix/output/462892184,398457,3,True,
FbHdp,14,no_srpt,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,609302427,mix/output/609302427,372492,3,True,
FbHdp,14,no_reclaim,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,252114601,mix/output/252114601,369554,3,True,
FbHdp,14,no_one_rtt,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,463355061,mix/output/463355061,368760,3,True,
FbHdp,14,no_tail,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,576970517,mix/output/576970517,371028,3,True,
FbHdp,14,no_remaining,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,98062681,mix/output/98062681,369723,3,True,
FbHdp,14,no_ack_coalescing,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,248996255,mix/output/248996255,372062,4,True,
FbHdp,14,no_fixed_window,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,05deffadcfe5538424d84f31882343e1c2390f21c27c65d228221e969e13afcf,3209,3209,1.0,470940457,mix/output/470940457,370705,3,True,
FbHdp,15,guard,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,572462523,mix/output/572462523,373238,3,True,
FbHdp,15,no_priority,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,981351652,mix/output/981351652,399191,3,True,
FbHdp,15,no_srpt,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,593056822,mix/output/593056822,374845,3,True,
FbHdp,15,no_reclaim,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,132647632,mix/output/132647632,373238,3,True,
FbHdp,15,no_one_rtt,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,60803437,mix/output/60803437,372687,3,True,
FbHdp,15,no_tail,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,807522457,mix/output/807522457,373257,3,True,
FbHdp,15,no_remaining,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,946068556,mix/output/946068556,372784,3,True,
FbHdp,15,no_ack_coalescing,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,323917761,mix/output/323917761,374883,4,True,
FbHdp,15,no_fixed_window,2d805e3ebb3cfe7590fe30678ee0edd5b53b09b1,c006d900bff6747824fdfc6def0d842942ff3c765545d9d5bbeac6c712b84515,3219,3219,1.0,9736888,mix/output/9736888,371797,3,True,
