workload,seed,arm,metric,value
AliStorage2019,13,no_ack_coalescing,gt_1MB_fct_us_mean,221.83244615384615
AliStorage2019,13,no_ack_coalescing,gt_1MB_fct_us_p95,386.6104
AliStorage2019,13,no_ack_coalescing,gt_1MB_fct_us_p99,509.14336999999966
AliStorage2019,13,no_ack_coalescing,gt_1MB_flow_count,130.0
AliStorage2019,13,no_ack_coalescing,gt_1MB_slowdown_mean,1.6417288581794358
AliStorage2019,13,no_ack_coalescing,gt_1MB_slowdown_p95,2.908634731002656
AliStorage2019,13,no_ack_coalescing,gt_1MB_slowdown_p99,3.4524904059528856
AliStorage2019,13,no_ack_coalescing,guard_ack_interval_packets,1.0
AliStorage2019,13,no_ack_coalescing,guard_adaptive_grant_updates,0.0
AliStorage2019,13,no_ack_coalescing,guard_fixed_window,1.0
AliStorage2019,13,no_ack_coalescing,guard_grant_refresh_bdps,1.0
AliStorage2019,13,no_ack_coalescing,guard_long_acks_suppressed,0.0
AliStorage2019,13,no_ack_coalescing,guard_min_share_fraction,0.0
AliStorage2019,13,no_ack_coalescing,guard_one_rtt_acks_suppressed,81076.0
AliStorage2019,13,no_ack_coalescing,guard_one_rtt_bypass_enabled,1.0
AliStorage2019,13,no_ack_coalescing,guard_one_rtt_bypass_feedbacks,9047.0
AliStorage2019,13,no_ack_coalescing,guard_one_rtt_bypass_flows,9047.0
AliStorage2019,13,no_ack_coalescing,guard_rebalance_events,0.0
AliStorage2019,13,no_ack_coalescing,guard_remaining_aware,1.0
AliStorage2019,13,no_ack_coalescing,guard_remaining_exponent,1.0
AliStorage2019,13,no_ack_coalescing,guard_remaining_refresh_events,3657.0
AliStorage2019,13,no_ack_coalescing,guard_sender_srpt_enabled,1.0
AliStorage2019,13,no_ack_coalescing,guard_sender_srpt_forced_rr,155.0
AliStorage2019,13,no_ack_coalescing,guard_sender_srpt_non_rr,21139.0
AliStorage2019,13,no_ack_coalescing,guard_sender_srpt_selections,398292.0
AliStorage2019,13,no_ack_coalescing,guard_srpt_quantum_packets,64.0
AliStorage2019,13,no_ack_coalescing,guard_tail_bypass_bdps,8.0
AliStorage2019,13,no_ack_coalescing,guard_tail_bypass_enabled,1.0
AliStorage2019,13,no_ack_coalescing,guard_tail_bypass_feedbacks,175573.0
AliStorage2019,13,no_ack_coalescing,guard_tail_bypass_flows,590.0
AliStorage2019,13,no_ack_coalescing,hpcc_actual_rate_changes,144.0
AliStorage2019,13,no_ack_coalescing,hpcc_fast_computations,0.0
AliStorage2019,13,no_ack_coalescing,hpcc_feedback_updates,2570.0
AliStorage2019,13,no_ack_coalescing,hpcc_full_computations,507.0
AliStorage2019,13,no_ack_coalescing,hpcc_rate_updates_applied,507.0
AliStorage2019,13,no_ack_coalescing,hpcc_valid_feedback,587.0
AliStorage2019,13,no_ack_coalescing,int_hops_after_strip,318598.0
AliStorage2019,13,no_ack_coalescing,int_hops_before_strip,635814.0
AliStorage2019,13,no_ack_coalescing,int_records_stripped,317216.0
AliStorage2019,13,no_ack_coalescing,irn_nacks_generated,0.0
AliStorage2019,13,no_ack_coalescing,irn_nacks_received,0.0
AliStorage2019,13,no_ack_coalescing,irn_retransmit_bytes,0.0
AliStorage2019,13,no_ack_coalescing,irn_retransmit_packets,0.0
AliStorage2019,13,no_ack_coalescing,le_8KB_fct_us_mean,6.843790649504364
AliStorage2019,13,no_ack_coalescing,le_8KB_fct_us_p95,9.15
AliStorage2019,13,no_ack_coalescing,le_8KB_fct_us_p99,9.40642
AliStorage2019,13,no_ack_coalescing,le_8KB_flow_count,6759.0
AliStorage2019,13,no_ack_coalescing,le_8KB_slowdown_mean,1.0090755992351692
AliStorage2019,13,no_ack_coalescing,le_8KB_slowdown_p95,1.0348646465771048
AliStorage2019,13,no_ack_coalescing,le_8KB_slowdown_p99,1.0715226932769417
AliStorage2019,13,no_ack_coalescing,long_to_small_slowdown_mean_ratio,1.6269631922759675
AliStorage2019,13,no_ack_coalescing,max_active_flows,3.0
AliStorage2019,13,no_ack_coalescing,overall_fct_us_mean,11.417984538756874
AliStorage2019,13,no_ack_coalescing,overall_fct_us_p95,15.658800000000028
AliStorage2019,13,no_ack_coalescing,overall_fct_us_p99,162.4803599999994
AliStorage2019,13,no_ack_coalescing,overall_flow_count,9637.0
AliStorage2019,13,no_ack_coalescing,overall_slowdown_mean,1.0306643757641465
AliStorage2019,13,no_ack_coalescing,overall_slowdown_p95,1.1033932937198316
AliStorage2019,13,no_ack_coalescing,overall_slowdown_p99,1.4721890655883
AliStorage2019,13,no_ack_coalescing,pfc_pause_events,0.0
AliStorage2019,13,no_ack_coalescing,pfc_resume_events,0.0
AliStorage2019,13,no_ack_coalescing,proactive_releases,590.0
AliStorage2019,13,no_ack_coalescing,queue_bytes_max,326158.0
AliStorage2019,13,no_ack_coalescing,queue_bytes_mean,2686.321
AliStorage2019,13,no_ack_coalescing,queue_bytes_p95,4360.0
AliStorage2019,13,no_ack_coalescing,queue_bytes_p99,116287.0
AliStorage2019,13,no_ack_coalescing,queue_sample_count,400020.0
AliStorage2019,13,no_ack_coalescing,reactive_binding_rate_changes,138.0
AliStorage2019,13,no_ack_coalescing,reactive_binding_updates,138.0
AliStorage2019,13,no_ack_coalescing,recovery_nacks_generated,0.0
AliStorage2019,13,no_ack_coalescing,recovery_nacks_received,0.0
AliStorage2019,13,no_ack_coalescing,registrations,590.0
AliStorage2019,13,no_ack_coalescing,selected_registrations,590.0
AliStorage2019,13,no_ack_coalescing,tie_binding_rate_changes,6.0
AliStorage2019,13,no_ack_coalescing,tie_binding_updates,325.0
AliStorage2019,13,no_ack_coalescing,timeout_recoveries,0.0
AliStorage2019,14,guard,1BDP_to_1MB_fct_us_mean,40.37395306859205
AliStorage2019,14,guard,1BDP_to_1MB_fct_us_p95,102.42559999999999
AliStorage2019,14,guard,1BDP_to_1MB_fct_us_p99,171.25392000000036
AliStorage2019,14,guard,1BDP_to_1MB_flow_count,277.0
AliStorage2019,14,guard,1BDP_to_1MB_slowdown_mean,1.1978612759458815
AliStorage2019,14,guard,1BDP_to_1MB_slowdown_p95,1.5995686735578452
AliStorage2019,14,guard,1BDP_to_1MB_slowdown_p99,2.1949388576726756
AliStorage2019,14,guard,8KB_to_1BDP_fct_us_mean,8.804739811912226
AliStorage2019,14,guard,8KB_to_1BDP_fct_us_p95,14.284799999999995
AliStorage2019,14,guard,8KB_to_1BDP_fct_us_p99,17.849269999999997
AliStorage2019,14,guard,8KB_to_1BDP_flow_count,2552.0
AliStorage2019,14,guard,8KB_to_1BDP_slowdown_mean,1.0296376526975783
AliStorage2019,14,guard,8KB_to_1BDP_slowdown_p95,1.124377461272314
AliStorage2019,14,guard,8KB_to_1BDP_slowdown_p99,1.2818218535204753
AliStorage2019,14,guard,aggregate_goodput_gbps,153.10261654936912
AliStorage2019,14,guard,completion_releases,0.0
AliStorage2019,14,guard,completion_span_us,19998.285
AliStorage2019,14,guard,grant_binding_rate_changes,0.0
AliStorage2019,14,guard,grant_binding_updates,10.0
AliStorage2019,14,guard,grant_bytes_sent,402790.0
AliStorage2019,14,guard,grant_event_rate_changes,446.0
AliStorage2019,14,guard,grants_received,4285.0
AliStorage2019,14,guard,grants_sent,4285.0
AliStorage2019,14,guard,gt_1MB_fct_us_mean,201.249893129771
AliStorage2019,14,guard,gt_1MB_fct_us_p95,368.19550000000004
AliStorage2019,14,guard,gt_1MB_fct_us_p99,463.8341999999995
AliStorage2019,14,guard,gt_1MB_flow_count,131.0
AliStorage2019,14,guard,gt_1MB_slowdown_mean,1.4856695582350676
AliStorage2019,14,guard,gt_1MB_slowdown_p95,2.513894558752809
AliStorage2019,14,guard,gt_1MB_slowdown_p99,3.397738039194454
AliStorage2019,14,guard,guard_ack_interval_packets,8.0
AliStorage2019,14,guard,guard_adaptive_grant_updates,0.0
AliStorage2019,14,guard,guard_fixed_window,1.0
AliStorage2019,14,guard,guard_grant_refresh_bdps,1.0
AliStorage2019,14,guard,guard_long_acks_suppressed,256529.0
AliStorage2019,14,guard,guard_min_share_fraction,0.0
AliStorage2019,14,guard,guard_one_rtt_acks_suppressed,84409.0
AliStorage2019,14,guard,guard_one_rtt_bypass_enabled,1.0
AliStorage2019,14,guard,guard_one_rtt_bypass_feedbacks,9240.0
AliStorage2019,14,guard,guard_one_rtt_bypass_flows,9240.0
AliStorage2019,14,guard,guard_rebalance_events,0.0
AliStorage2019,14,guard,guard_remaining_aware,1.0
AliStorage2019,14,guard,guard_remaining_exponent,1.0
AliStorage2019,14,guard,guard_remaining_refresh_events,3495.0
AliStorage2019,14,guard,guard_sender_srpt_enabled,1.0
AliStorage2019,14,guard,guard_sender_srpt_forced_rr,62.0
AliStorage2019,14,guard,guard_sender_srpt_non_rr,26146.0
AliStorage2019,14,guard,guard_sender_srpt_selections,387639.0
AliStorage2019,14,guard,guard_srpt_quantum_packets,64.0
AliStorage2019,14,guard,guard_tail_bypass_bdps,8.0
AliStorage2019,14,guard,guard_tail_bypass_enabled,1.0
AliStorage2019,14,guard,guard_tail_bypass_feedbacks,21158.0
AliStorage2019,14,guard,guard_tail_bypass_flows,542.0
AliStorage2019,14,guard,hpcc_actual_rate_changes,92.0
AliStorage2019,14,guard,hpcc_fast_computations,0.0
AliStorage2019,14,guard,hpcc_feedback_updates,2448.0
AliStorage2019,14,guard,hpcc_full_computations,466.0
AliStorage2019,14,guard,hpcc_rate_updates_applied,466.0
AliStorage2019,14,guard,hpcc_valid_feedback,544.0
AliStorage2019,14,guard,int_hops_after_strip,47508.0
AliStorage2019,14,guard,int_hops_before_strip,94209.0
AliStorage2019,14,guard,int_records_stripped,46701.0
AliStorage2019,14,guard,irn_nacks_generated,0.0
AliStorage2019,14,guard,irn_nacks_received,0.0
AliStorage2019,14,guard,irn_retransmit_bytes,0.0
AliStorage2019,14,guard,irn_retransmit_packets,0.0
AliStorage2019,14,guard,le_8KB_fct_us_mean,6.776268103195544
AliStorage2019,14,guard,le_8KB_fct_us_p95,9.103
AliStorage2019,14,guard,le_8KB_fct_us_p99,9.34379
AliStorage2019,14,guard,le_8KB_flow_count,6822.0
AliStorage2019,14,guard,le_8KB_slowdown_mean,1.0073160216467194
AliStorage2019,14,guard,le_8KB_slowdown_p95,1.0290596561316527
AliStorage2019,14,guard,le_8KB_slowdown_p99,1.0639285809234384
AliStorage2019,14,guard,long_to_small_slowdown_mean_ratio,1.4748793092820616
AliStorage2019,14,guard,max_active_flows,3.0
AliStorage2019,14,guard,overall_fct_us_mean,10.861246984256798
AliStorage2019,14,guard,overall_fct_us_p95,15.144850000000018
AliStorage2019,14,guard,overall_fct_us_p99,152.49334000000056
AliStorage2019,14,guard,overall_flow_count,9782.0
AliStorage2019,14,guard,overall_slowdown_mean,1.0249412671155125
AliStorage2019,14,guard,overall_slowdown_p95,1.100116649502972
AliStorage2019,14,guard,overall_slowdown_p99,1.3601455700905483
AliStorage2019,14,guard,pfc_pause_events,0.0
AliStorage2019,14,guard,pfc_resume_events,0.0
AliStorage2019,14,guard,proactive_releases,542.0
AliStorage2019,14,guard,queue_bytes_max,432564.0
AliStorage2019,14,guard,queue_bytes_mean,1640.419
AliStorage2019,14,guard,queue_bytes_p95,0.0
AliStorage2019,14,guard,queue_bytes_p99,56680.0
AliStorage2019,14,guard,queue_sample_count,400020.0
AliStorage2019,14,guard,reactive_binding_rate_changes,87.0
AliStorage2019,14,guard,reactive_binding_updates,87.0
AliStorage2019,14,guard,recovery_nacks_generated,0.0
AliStorage2019,14,guard,recovery_nacks_received,0.0
AliStorage2019,14,guard,registrations,542.0
AliStorage2019,14,guard,selected_registrations,542.0
AliStorage2019,14,guard,tie_binding_rate_changes,5.0
AliStorage2019,14,guard,tie_binding_updates,369.0
AliStorage2019,14,guard,timeout_recoveries,0.0
AliStorage2019,14,no_priority,1BDP_to_1MB_fct_us_mean,45.098
AliStorage2019,14,no_priority,1BDP_to_1MB_fct_us_p95,114.89579999999998
AliStorage2019,14,no_priority,1BDP_to_1MB_fct_us_p99,183.43320000000023
AliStorage2019,14,no_priority,1BDP_to_1MB_flow_count,277.0
AliStorage2019,14,no_priority,1BDP_to_1MB_slowdown_mean,1.3800241590077684
AliStorage2019,14,no_priority,1BDP_to_1MB_slowdown_p95,2.6220072171800495
AliStorage2019,14,no_priority,1BDP_to_1MB_slowdown_p99,3.1517265473530856
AliStorage2019,14,no_priority,8KB_to_1BDP_fct_us_mean,9.990322884012539
AliStorage2019,14,no_priority,8KB_to_1BDP_fct_us_p95,19.985899999999997
AliStorage2019,14,no_priority,8KB_to_1BDP_fct_us_p99,29.758789999999813
AliStorage2019,14,no_priority,8KB_to_1BDP_flow_count,2552.0
AliStorage2019,14,no_priority,8KB_to_1BDP_slowdown_mean,1.1454530781847254
AliStorage2019,14,no_priority,8KB_to_1BDP_slowdown_p95,1.7279277522183645
AliStorage2019,14,no_priority,8KB_to_1BDP_slowdown_p99,2.64900216277802
AliStorage2019,14,no_priority,aggregate_goodput_gbps,153.10261654936912
AliStorage2019,14,no_priority,completion_releases,0.0
AliStorage2019,14,no_priority,completion_span_us,19998.285
AliStorage2019,14,no_priority,grant_binding_rate_changes,0.0
AliStorage2019,14,no_priority,grant_binding_updates,7.0
AliStorage2019,14,no_priority,grant_bytes_sent,404670.0
AliStorage2019,14,no_priority,grant_event_rate_changes,465.0
AliStorage2019,14,no_priority,grants_received,4305.0
AliStorage2019,14,no_priority,grants_sent,4305.0
AliStorage2019,14,no_priority,gt_1MB_fct_us_mean,199.78643511450383
AliStorage2019,14,no_priority,gt_1MB_fct_us_p95,380.0385
AliStorage2019,14,no_priority,gt_1MB_fct_us_p99,493.2273999999991
AliStorage2019,14,no_priority,gt_1MB_flow_count,131.0
AliStorage2019,14,no_priority,gt_1MB_slowdown_mean,1.474554460217549
AliStorage2019,14,no_priority,gt_1MB_slowdown_p95,2.4996661591546054
AliStorage2019,14,no_priority,gt_1MB_slowdown_p99,3.479514913930883
AliStorage2019,14,no_priority,guard_ack_interval_packets,8.0
AliStorage2019,14,no_priority,guard_adaptive_grant_updates,0.0
AliStorage2019,14,no_priority,guard_fixed_window,1.0
AliStorage2019,14,no_priority,guard_grant_refresh_bdps,1.0
AliStorage2019,14,no_priority,guard_long_acks_suppressed,256529.0
AliStorage2019,14,no_priority,guard_min_share_fraction,0.0
AliStorage2019,14,no_priority,guard_one_rtt_acks_suppressed,84409.0
AliStorage2019,14,no_priority,guard_one_rtt_bypass_enabled,1.0
AliStorage2019,14,no_priority,guard_one_rtt_bypass_feedbacks,9240.0
AliStorage2019,14,no_priority,guard_one_rtt_bypass_flows,9240.0
AliStorage2019,14,no_priority,guard_rebalance_events,0.0
AliStorage2019,14,no_priority,guard_remaining_aware,1.0
AliStorage2019,14,no_priority,guard_remaining_exponent,1.0
AliStorage2019,14,no_priority,guard_remaining_refresh_events,3500.0
AliStorage2019,14,no_priority,guard_sender_srpt_enabled,1.0
AliStorage2019,14,no_priority,guard_sender_srpt_forced_rr,49.0
AliStorage2019,14,no_priority,guard_sender_srpt_non_rr,25710.0
AliStorage2019,14,no_priority,guard_sender_srpt_selections,387639.0
AliStorage2019,14,no_priority,guard_srpt_quantum_packets,64.0
AliStorage2019,14,no_priority,guard_tail_bypass_bdps,8.0
AliStorage2019,14,no_priority,guard_tail_bypass_enabled,1.0
AliStorage2019,14,no_priority,guard_tail_bypass_feedbacks,21154.0
AliStorage2019,14,no_priority,guard_tail_bypass_flows,542.0
AliStorage2019,14,no_priority,hpcc_actual_rate_changes,115.0
AliStorage2019,14,no_priority,hpcc_fast_computations,0.0
AliStorage2019,14,no_priority,hpcc_feedback_updates,2478.0
AliStorage2019,14,no_priority,hpcc_full_computations,491.0
AliStorage2019,14,no_priority,hpcc_rate_updates_applied,491.0
AliStorage2019,14,no_priority,hpcc_valid_feedback,569.0
AliStorage2019,14,no_priority,int_hops_after_strip,47508.0
AliStorage2019,14,no_priority,int_hops_before_strip,94209.0
AliStorage2019,14,no_priority,int_records_stripped,46701.0
AliStorage2019,14,no_priority,irn_nacks_generated,0.0
AliStorage2019,14,no_priority,irn_nacks_received,0.0
AliStorage2019,14,no_priority,irn_retransmit_bytes,0.0
AliStorage2019,14,no_priority,irn_retransmit_packets,0.0
AliStorage2019,14,no_priority,le_8KB_fct_us_mean,7.664549399003224
AliStorage2019,14,no_priority,le_8KB_fct_us_p95,14.559699999999989
AliStorage2019,14,no_priority,le_8KB_fct_us_p99,27.074619999999996
AliStorage2019,14,no_priority,le_8KB_flow_count,6822.0
AliStorage2019,14,no_priority,le_8KB_slowdown_mean,1.1106845553400349
AliStorage2019,14,no_priority,le_8KB_slowdown_p95,1.675395314781489
AliStorage2019,14,no_priority,le_8KB_slowdown_p99,3.106567711008443
AliStorage2019,14,no_priority,long_to_small_slowdown_mean_ratio,1.327608683426876
AliStorage2019,14,no_priority,max_active_flows,3.0
AliStorage2019,14,no_priority,overall_fct_us_mean,11.904214782253117
AliStorage2019,14,no_priority,overall_fct_us_p95,23.308600000000034
AliStorage2019,14,no_priority,overall_fct_us_p99,154.06617000000102
AliStorage2019,14,no_priority,overall_flow_count,9782.0
AliStorage2019,14,no_priority,overall_slowdown_mean,1.1322551235320781
AliStorage2019,14,no_priority,overall_slowdown_p95,1.7955380888115198
AliStorage2019,14,no_priority,overall_slowdown_p99,3.0193184390378014
AliStorage2019,14,no_priority,pfc_pause_events,0.0
AliStorage2019,14,no_priority,pfc_resume_events,0.0
AliStorage2019,14,no_priority,proactive_releases,542.0
AliStorage2019,14,no_priority,queue_bytes_max,459221.0
AliStorage2019,14,no_priority,queue_bytes_mean,2073.49
AliStorage2019,14,no_priority,queue_bytes_p95,0.0
AliStorage2019,14,no_priority,queue_bytes_p99,68843.0
AliStorage2019,14,no_priority,queue_sample_count,400020.0
AliStorage2019,14,no_priority,reactive_binding_rate_changes,103.0
AliStorage2019,14,no_priority,reactive_binding_updates,103.0
AliStorage2019,14,no_priority,recovery_nacks_generated,0.0
AliStorage2019,14,no_priority,recovery_nacks_received,0.0
AliStorage2019,14,no_priority,registrations,542.0
AliStorage2019,14,no_priority,selected_registrations,542.0
AliStorage2019,14,no_priority,tie_binding_rate_changes,12.0
AliStorage2019,14,no_priority,tie_binding_updates,381.0
AliStorage2019,14,no_priority,timeout_recoveries,0.0
AliStorage2019,14,no_srpt,1BDP_to_1MB_fct_us_mean,42.09712996389892
AliStorage2019,14,no_srpt,1BDP_to_1MB_fct_us_p95,109.07179999999997
AliStorage2019,14,no_srpt,1BDP_to_1MB_fct_us_p99,216.02456000000004
AliStorage2019,14,no_srpt,1BDP_to_1MB_flow_count,277.0
AliStorage2019,14,no_srpt,1BDP_to_1MB_slowdown_mean,1.2452090241105687
AliStorage2019,14,no_srpt,1BDP_to_1MB_slowdown_p95,1.7159940086833823
AliStorage2019,14,no_srpt,1BDP_to_1MB_slowdown_p99,2.609015088015852
AliStorage2019,14,no_srpt,8KB_to_1BDP_fct_us_mean,9.023485501567398
AliStorage2019,14,no_srpt,8KB_to_1BDP_fct_us_p95,15.277199999999997
AliStorage2019,14,no_srpt,8KB_to_1BDP_fct_us_p99,18.96372999999992
AliStorage2019,14,no_srpt,8KB_to_1BDP_flow_count,2552.0
AliStorage2019,14,no_srpt,8KB_to_1BDP_slowdown_mean,1.054830146786035
AliStorage2019,14,no_srpt,8KB_to_1BDP_slowdown_p95,1.2618933546176447
AliStorage2019,14,no_srpt,8KB_to_1BDP_slowdown_p99,1.4988816779003034
AliStorage2019,14,no_srpt,aggregate_goodput_gbps,153.10261654936912
AliStorage2019,14,no_srpt,completion_releases,0.0
AliStorage2019,14,no_srpt,completion_span_us,19998.285
AliStorage2019,14,no_srpt,grant_binding_rate_changes,0.0
AliStorage2019,14,no_srpt,grant_binding_updates,12.0
AliStorage2019,14,no_srpt,grant_bytes_sent,405328.0
AliStorage2019,14,no_srpt,grant_event_rate_changes,476.0
AliStorage2019,14,no_srpt,grants_received,4312.0
AliStorage2019,14,no_srpt,grants_sent,4312.0
AliStorage2019,14,no_srpt,gt_1MB_fct_us_mean,208.24087022900764
AliStorage2019,14,no_srpt,gt_1MB_fct_us_p95,376.08799999999997
AliStorage2019,14,no_srpt,gt_1MB_fct_us_p99,478.8290999999992
AliStorage2019,14,no_srpt,gt_1MB_flow_count,131.0
AliStorage2019,14,no_srpt,gt_1MB_slowdown_mean,1.5408287364185087
AliStorage2019,14,no_srpt,gt_1MB_slowdown_p95,2.5562483220268364
AliStorage2019,14,no_srpt,gt_1MB_slowdown_p99,3.723742450787152
AliStorage2019,14,no_srpt,guard_ack_interval_packets,8.0
AliStorage2019,14,no_srpt,guard_adaptive_grant_updates,0.0
AliStorage2019,14,no_srpt,guard_fixed_window,1.0
AliStorage2019,14,no_srpt,guard_grant_refresh_bdps,1.0
AliStorage2019,14,no_srpt,guard_long_acks_suppressed,256529.0
AliStorage2019,14,no_srpt,guard_min_share_fraction,0.0
AliStorage2019,14,no_srpt,guard_one_rtt_acks_suppressed,84409.0
AliStorage2019,14,no_srpt,guard_one_rtt_bypass_enabled,1.0
AliStorage2019,14,no_srpt,guard_one_rtt_bypass_feedbacks,9240.0
AliStorage2019,14,no_srpt,guard_one_rtt_bypass_flows,9240.0
AliStorage2019,14,no_srpt,guard_rebalance_events,0.0
AliStorage2019,14,no_srpt,guard_remaining_aware,1.0
AliStorage2019,14,no_srpt,guard_remaining_exponent,1.0
AliStorage2019,14,no_srpt,guard_remaining_refresh_events,3506.0
AliStorage2019,14,no_srpt,guard_sender_srpt_enabled,0.0
AliStorage2019,14,no_srpt,guard_sender_srpt_forced_rr,0.0
AliStorage2019,14,no_srpt,guard_sender_srpt_non_rr,0.0
AliStorage2019,14,no_srpt,guard_sender_srpt_selections,0.0
AliStorage2019,14,no_srpt,guard_srpt_quantum_packets,64.0
AliStorage2019,14,no_srpt,guard_tail_bypass_bdps,8.0
AliStorage2019,14,no_srpt,guard_tail_bypass_enabled,1.0
AliStorage2019,14,no_srpt,guard_tail_bypass_feedbacks,21165.0
AliStorage2019,14,no_srpt,guard_tail_bypass_flows,542.0
AliStorage2019,14,no_srpt,hpcc_actual_rate_changes,90.0
AliStorage2019,14,no_srpt,hpcc_fast_computations,0.0
AliStorage2019,14,no_srpt,hpcc_feedback_updates,2568.0
AliStorage2019,14,no_srpt,hpcc_full_computations,460.0
AliStorage2019,14,no_srpt,hpcc_rate_updates_applied,460.0
AliStorage2019,14,no_srpt,hpcc_valid_feedback,538.0
AliStorage2019,14,no_srpt,int_hops_after_strip,47508.0
AliStorage2019,14,no_srpt,int_hops_before_strip,94209.0
AliStorage2019,14,no_srpt,int_records_stripped,46701.0
AliStorage2019,14,no_srpt,irn_nacks_generated,0.0
AliStorage2019,14,no_srpt,irn_nacks_received,0.0
AliStorage2019,14,no_srpt,irn_retransmit_bytes,0.0
AliStorage2019,14,no_srpt,irn_retransmit_packets,0.0
AliStorage2019,14,no_srpt,le_8KB_fct_us_mean,6.816518469656992
AliStorage2019,14,no_srpt,le_8KB_fct_us_p95,9.18895
AliStorage2019,14,no_srpt,le_8KB_fct_us_p99,9.640789999999999
AliStorage2019,14,no_srpt,le_8KB_flow_count,6822.0
AliStorage2019,14,no_srpt,le_8KB_slowdown_mean,1.0138497271819131
AliStorage2019,14,no_srpt,le_8KB_slowdown_p95,1.070583210879447
AliStorage2019,14,no_srpt,le_8KB_slowdown_p99,1.1335017769770483
AliStorage2019,14,no_srpt,long_to_small_slowdown_mean_ratio,1.519780195336622
AliStorage2019,14,no_srpt,max_active_flows,3.0
AliStorage2019,14,no_srpt,overall_fct_us_mean,11.08880423226334
AliStorage2019,14,no_srpt,overall_fct_us_p95,15.693500000000009
AliStorage2019,14,no_srpt,overall_fct_us_p99,159.36693000000048
AliStorage2019,14,no_srpt,overall_flow_count,9782.0
AliStorage2019,14,no_srpt,overall_slowdown_mean,1.0381497482705404
AliStorage2019,14,no_srpt,overall_slowdown_p95,1.1694660571606357
AliStorage2019,14,no_srpt,overall_slowdown_p99,1.5423541906976925
AliStorage2019,14,no_srpt,pfc_pause_events,0.0
AliStorage2019,14,no_srpt,pfc_resume_events,0.0
AliStorage2019,14,no_srpt,proactive_releases,542.0
AliStorage2019,14,no_srpt,queue_bytes_max,529740.0
AliStorage2019,14,no_srpt,queue_bytes_mean,1710.448
AliStorage2019,14,no_srpt,queue_bytes_p95,0.0
AliStorage2019,14,no_srpt,queue_bytes_p99,56680.0
AliStorage2019,14,no_srpt,queue_sample_count,400020.0
AliStorage2019,14,no_srpt,reactive_binding_rate_changes,85.0
AliStorage2019,14,no_srpt,reactive_binding_updates,85.0
AliStorage2019,14,no_srpt,recovery_nacks_generated,0.0
AliStorage2019,14,no_srpt,recovery_nacks_received,0.0
AliStorage2019,14,no_srpt,registrations,542.0
AliStorage2019,14,no_srpt,selected_registrations,542.0
AliStorage2019,14,no_srpt,tie_binding_rate_changes,5.0
AliStorage2019,14,no_srpt,tie_binding_updates,363.0
AliStorage2019,14,no_srpt,timeout_recoveries,0.0
AliStorage2019,14,no_reclaim,1BDP_to_1MB_fct_us_mean,40.37395306859205
AliStorage2019,14,no_reclaim,1BDP_to_1MB_fct_us_p95,102.42559999999999
AliStorage2019,14,no_reclaim,1BDP_to_1MB_fct_us_p99,171.25392000000036
AliStorage2019,14,no_reclaim,1BDP_to_1MB_flow_count,277.0
AliStorage2019,14,no_reclaim,1BDP_to_1MB_slowdown_mean,1.1978612759458815
AliStorage2019,14,no_reclaim,1BDP_to_1MB_slowdown_p95,1.5995686735578452
AliStorage2019,14,no_reclaim,1BDP_to_1MB_slowdown_p99,2.1949388576726756
AliStorage2019,14,no_reclaim,8KB_to_1BDP_fct_us_mean,8.804739811912226
AliStorage2019,14,no_reclaim,8KB_to_1BDP_fct_us_p95,14.284799999999995
AliStorage2019,14,no_reclaim,8KB_to_1BDP_fct_us_p99,17.849269999999997
AliStorage2019,14,no_reclaim,8KB_to_1BDP_flow_count,2552.0
AliStorage2019,14,no_reclaim,8KB_to_1BDP_slowdown_mean,1.0296376526975783
AliStorage2019,14,no_reclaim,8KB_to_1BDP_slowdown_p95,1.124377461272314
AliStorage2019,14,no_reclaim,8KB_to_1BDP_slowdown_p99,1.2818218535204753
AliStorage2019,14,no_reclaim,aggregate_goodput_gbps,153.10261654936912
AliStorage2019,14,no_reclaim,completion_releases,0.0
AliStorage2019,14,no_reclaim,completion_span_us,19998.285
AliStorage2019,14,no_reclaim,grant_binding_rate_changes,0.0
AliStorage2019,14,no_reclaim,grant_binding_updates,10.0
AliStorage2019,14,no_reclaim,grant_bytes_sent,402790.0
AliStorage2019,14,no_reclaim,grant_event_rate_changes,446.0
AliStorage2019,14,no_reclaim,grants_received,4285.0
AliStorage2019,14,no_reclaim,grants_sent,4285.0
AliStorage2019,14,no_reclaim,gt_1MB_fct_us_mean,201.249893129771
AliStorage2019,14,no_reclaim,gt_1MB_fct_us_p95,368.19550000000004
AliStorage2019,14,no_reclaim,gt_1MB_fct_us_p99,463.8341999999995
AliStorage2019,14,no_reclaim,gt_1MB_flow_count,131.0
AliStorage2019,14,no_reclaim,gt_1MB_slowdown_mean,1.4856695582350676
AliStorage2019,14,no_reclaim,gt_1MB_slowdown_p95,2.513894558752809
AliStorage2019,14,no_reclaim,gt_1MB_slowdown_p99,3.397738039194454
AliStorage2019,14,no_reclaim,guard_ack_interval_packets,8.0
AliStorage2019,14,no_reclaim,guard_adaptive_grant_updates,0.0
AliStorage2019,14,no_reclaim,guard_fixed_window,1.0
AliStorage2019,14,no_reclaim,guard_grant_refresh_bdps,1.0
AliStorage2019,14,no_reclaim,guard_long_acks_suppressed,256529.0
AliStorage2019,14,no_reclaim,guard_min_share_fraction,0.0
AliStorage2019,14,no_reclaim,guard_one_rtt_acks_suppressed,84409.0
