analysis,ci95_half_width,ci95_high,ci95_low,comparison,mean,metric,n
arm_mean,2.1157963869081486,51.37871194685001,47.14711917303371,concurrency_all,49.26291555994186,1BDP_to_1MB_fct_us_mean,5
arm_mean,14.52498878730914,160.33081878730914,131.2808412126909,concurrency_all,145.80583000000001,1BDP_to_1MB_fct_us_p95,5
arm_mean,18.167700673066033,230.59043667306608,194.255035326934,concurrency_all,212.42273600000004,1BDP_to_1MB_fct_us_p99,5
arm_mean,17.634251813179166,216.43425181317917,181.16574818682085,concurrency_all,198.8,1BDP_to_1MB_flow_count,5
arm_mean,0.04920537375490639,1.4051425958726327,1.30673184836282,concurrency_all,1.3559372221177264,1BDP_to_1MB_slowdown_mean,5
arm_mean,0.12560059196613874,2.288967996533508,2.0377668126012307,concurrency_all,2.1633674045673694,1BDP_to_1MB_slowdown_p95,5
arm_mean,0.18650628435457645,2.8597127937535376,2.486700225044385,concurrency_all,2.673206509398961,1BDP_to_1MB_slowdown_p99,5
arm_mean,0.07471764630860957,9.287707711417223,9.138272418800003,concurrency_all,9.212990065108613,8KB_to_1BDP_fct_us_mean,5
arm_mean,0.27725728247512804,15.409037282475126,14.854522717524869,concurrency_all,15.131779999999997,8KB_to_1BDP_fct_us_p95,5
arm_mean,0.788025320533863,19.426071320533843,17.85002067946612,concurrency_all,18.63804599999998,8KB_to_1BDP_fct_us_p99,5
arm_mean,34.6844564135711,1628.284456413571,1558.9155435864288,concurrency_all,1593.6,8KB_to_1BDP_flow_count,5
arm_mean,0.00235688601831524,1.04877688424189,1.0440631122052597,concurrency_all,1.046419998223575,8KB_to_1BDP_slowdown_mean,5
arm_mean,0.019006479477863162,1.2076591625836872,1.1696462036279607,concurrency_all,1.188652683105824,8KB_to_1BDP_slowdown_p95,5
arm_mean,0.026557108485256862,1.427982155763664,1.3748679387931502,concurrency_all,1.401425047278407,8KB_to_1BDP_slowdown_p99,5
arm_mean,12.715785340476728,219.93864749821165,194.50707681725822,concurrency_all,207.22286215773494,aggregate_goodput_gbps,5
arm_mean,0.0,0.0,0.0,concurrency_all,0.0,completion_releases,5
arm_mean,97.59208161099203,10218.558481610991,10023.374318389007,concurrency_all,10120.9664,completion_span_us,5
arm_mean,1.6189317847087064,2.4189317847087066,-0.8189317847087063,concurrency_all,0.8,grant_binding_rate_changes,5
arm_mean,76.82980982052263,258.6298098205226,104.97019017947738,concurrency_all,181.8,grant_binding_updates,5
arm_mean,52812.275845211894,404090.2758452119,298465.7241547881,concurrency_all,351278.0,grant_bytes_sent,5
arm_mean,488.9954382576922,2164.395438257692,1186.404561742308,concurrency_all,1675.4,grant_event_rate_changes,5
arm_mean,561.8327217575734,4298.832721757573,3175.1672782424266,concurrency_all,3737.0,grants_received,5
arm_mean,561.8327217575734,4298.832721757573,3175.1672782424266,concurrency_all,3737.0,grants_sent,5
arm_mean,27.574412369156274,290.9327217654359,235.78389702712332,concurrency_all,263.3583093962796,gt_1MB_fct_us_mean,5
arm_mean,107.03129463024047,600.2413046302404,386.1787153697595,concurrency_all,493.21000999999995,gt_1MB_fct_us_p95,5
arm_mean,126.00921995113313,719.6286379511331,467.6101980488669,concurrency_all,593.619418,gt_1MB_fct_us_p99,5
arm_mean,12.057573984108691,102.45757398410869,78.34242601589132,concurrency_all,90.4,gt_1MB_flow_count,5
arm_mean,0.24000184795122545,2.1951390760514324,1.7151353801489817,concurrency_all,1.955137228100207,gt_1MB_slowdown_mean,5
arm_mean,0.9144380619666421,4.359315517231165,2.5304393932978804,concurrency_all,3.4448774552645225,gt_1MB_slowdown_p95,5
arm_mean,1.0322747399159384,5.103459096264438,3.0389096164325613,concurrency_all,4.0711843563485,gt_1MB_slowdown_p99,5
arm_mean,0.0,8.0,8.0,concurrency_all,8.0,guard_ack_interval_packets,5
arm_mean,0.0,0.0,0.0,concurrency_all,0.0,guard_adaptive_grant_updates,5
arm_mean,0.0,1.0,1.0,concurrency_all,1.0,guard_fixed_window,5
arm_mean,0.0,1.0,1.0,concurrency_all,1.0,guard_grant_refresh_bdps,5
arm_mean,15115.530198545162,195452.13019854517,165221.06980145484,concurrency_all,180336.6,guard_long_acks_suppressed,5
arm_mean,0.0,0.0,0.0,concurrency_all,0.0,guard_min_share_fraction,5
arm_mean,442.5766713885735,53303.17667138857,52418.02332861142,concurrency_all,52860.6,guard_one_rtt_acks_suppressed,5
arm_mean,0.0,1.0,1.0,concurrency_all,1.0,guard_one_rtt_bypass_enabled,5
