analysis,ci95_half_width,ci95_high,ci95_low,comparison,mean,metric,n
arm_mean,4.286913391165781,54.32669671963325,45.75286993730168,lambda180,50.039783328467465,1BDP_to_1MB_fct_us_mean,5
arm_mean,17.084001808114692,159.7510518081147,125.58304819188533,lambda180,142.66705000000002,1BDP_to_1MB_fct_us_p95,5
arm_mean,13.012702380268568,211.5370843802687,185.51167961973158,lambda180,198.52438200000014,1BDP_to_1MB_fct_us_p99,5
arm_mean,25.792562349131956,212.79256234913197,161.20743765086803,lambda180,187.0,1BDP_to_1MB_flow_count,5
arm_mean,0.03652490908618893,1.3721527525442592,1.2991029343718812,lambda180,1.3356278434580702,1BDP_to_1MB_slowdown_mean,5
arm_mean,0.13319734323984034,2.179494279628834,1.913099593149153,lambda180,2.0462969363889933,1BDP_to_1MB_slowdown_p95,5
arm_mean,0.2216075288505545,2.799998544384838,2.356783486683729,lambda180,2.5783910155342835,1BDP_to_1MB_slowdown_p99,5
arm_mean,0.09519349489566263,9.307315321061248,9.116928331269923,lambda180,9.212121826165586,8KB_to_1BDP_fct_us_mean,5
arm_mean,0.49322569003352806,15.394415690033528,14.407964309966472,lambda180,14.90119,8KB_to_1BDP_fct_us_p95,5
arm_mean,0.25818463284066917,18.990016632840675,18.473647367159334,lambda180,18.731832000000004,8KB_to_1BDP_fct_us_p99,5
arm_mean,40.70688946445218,1665.1068894644523,1583.693110535548,lambda180,1624.4,8KB_to_1BDP_flow_count,5
arm_mean,0.004353923592817053,1.050662300145655,1.041954452960021,lambda180,1.046308376552838,8KB_to_1BDP_slowdown_mean,5
arm_mean,0.019802466016972015,1.2094403048077136,1.1698353727737696,lambda180,1.1896378387907416,8KB_to_1BDP_slowdown_p95,5
arm_mean,0.01727905542972691,1.3999866586749437,1.36542854781549,lambda180,1.3827076032452168,8KB_to_1BDP_slowdown_p99,5
arm_mean,18.320927016163335,219.95409008219272,183.31223604986607,lambda180,201.6331630660294,aggregate_goodput_gbps,5
arm_mean,0.0,0.0,0.0,lambda180,0.0,completion_releases,5
arm_mean,74.17110102840707,10159.882101028406,10011.539898971592,lambda180,10085.711,completion_span_us,5
arm_mean,0.0,0.0,0.0,lambda180,0.0,grant_binding_rate_changes,5
arm_mean,69.02356447476585,204.82356447476587,66.77643552523416,lambda180,135.8,grant_binding_updates,5
arm_mean,45465.75582895484,378958.9558289549,288027.44417104515,lambda180,333493.2,grant_bytes_sent,5
